nombre,deporte,edad,peso_kg,altura_cm,frecuencia_cardiaca_bpm,horas_entrenamiento_semana,rendimiento_score,posicion
Manuel Leal,futbol,34.0,78.8,171.0,89.0,16.3,1.28,NADADOR
Catalina Mora,tenis,35.0,77.2,179.21035940803384,59.0,5.5,8.14,Nadador
Luis Parra,futbol,34.0,88.2,194.0,79.0,22.4,7.54,CICLISTA
Francisca Lagos,futbol,24.0,74.8,162.0,80.0,24.2,9.37,corredor
Isabella Castro,atletismo,33.0,83.8,198.0,80.0,13.5,6.86,defensa
Ignacio Peña,baloncesto,29.0,57.7,174.0,62.0,4.6,3.7,Delantero
Francisca Lagos,natacion,41.0,65.0,183.0,47.0,16.4,15.0,defensa
Francisca Lagos,ciclismo,41.0,86.4,201.0,46.0,13.9,7.06,defensa
Catalina Mora,boxeo,27.0,77.2,165.0,65.0,19.7,3.75,
Nicolás Reyes,ciclismo,25.0,62.0,178.0,76.0,4.8,6.16,Mediocampista
Ricardo Álvarez,ciclismo,37.0,94.6,165.0,62.0,6.7,3.6,delantero
Enrique Valenzuela,natacion,42.0,82.9,201.0,68.0,22.0,3.39,Corredor
Patricia Ramos,futbol,39.0,80.1,174.0,80.0,15.0,3.32,CORREDOR
Mauricio Vega,baloncesto,34.0,62.2,169.0,53.0,24.6,8.13,DELANTERO
Valentina Ramírez,tenis,38.0,80.6,168.0,87.0,6.2,7.57,Nadador
Gonzalo Fuentes,natacion,42.0,98.8,185.0,87.0,17.2,7.83,ATACANTE
Alicia Campos,futbol,20.0,99.0,166.0,90.0,11.4,6.0,portero
Carlos Pérez,baloncesto,21.0,87.3,175.0,47.0,8.8,2.84,Ciclista
Fernanda Jiménez,rugby,37.0,87.2,185.0,82.0,11.0,7.38,Ciclista
Mauricio Vega,voleibol,31.0,55.7,172.0,52.0,13.1,8.61,ATACANTE
Héctor Suárez,atletismo,18.0,97.5,195.0,61.0,13.4,7.95,Atacante
César Sepúlveda,voleibol,42.0,88.8,174.0,79.0,8.0,9.1,Delantero
Claudia Herrera,voleibol,36.0,82.5,171.0,46.0,6.3,9.42,ATACANTE
Gonzalo Fuentes,natacion,18.0,86.3,168.0,49.0,11.7,2.76,DEFENSA
Sebastián Rojas,tenis,36.0,98.0,202.0,60.0,5.9,3.86,atacante
Andrés Flores,voleibol,21.0,69.8,182.0,62.0,3.5,9.34,delantero
Ignacio Peña,natacion,23.0,76.9,165.0,71.0,6.3,2.79,Atacante
Javiera Espinoza,natacion,45.0,92.5,188.0,66.0,5.0,2.94,CORREDOR
Luis Parra,voleibol,22.0,80.9,179.0,45.0,16.6,2.7,
Camila Díaz,tenis,44.0,87.4,178.0,47.0,8.9,2.79,CICLISTA
Mónica Ortega,boxeo,30.899791231732777,75.6,193.0,46.0,11.1,5.74,CORREDOR
Javiera Espinoza,natacion,29.0,101.7,168.0,88.0,12.5,6.31,DEFENSA
Isabella Castro,futbol,20.0,66.0,171.0,80.0,10.9,6.53,PORTERO
Carolina Ríos,tenis,21.0,90.9,184.0,84.0,12.7,7.81,DEFENSA
Fernanda Jiménez,baloncesto,28.0,68.4,175.0,85.0,24.3,3.44,mediocampista
